ID_Ponto,Data,Temperatura_Media_C,Precipitacao_Diaria_mm,Umidade_Relativa_Pct,Radiacao_Solar_MJm2,Evapotranspiracao_mm,Qualidade_Ar_IQAr,Emissao_CO2_gm2,NDVI,EVI,Umidade_Solo_Pct,Crescimento_Acumulado_cm,Crescimento_Semanal_cm,Crescimento_Mensal_cm,Especie_Predominante,Tipo_Solo,Declividade_Pct,Altitude_m,Orientacao_Encosta,Data_Ultima_Poda,Dias_Desde_Poda,Intensidade_Ultima_Poda,Dia_Ano,Semana_Ano,Mes,Estacao,Chuva_Acum_7d_mm,Chuva_Acum_15d_mm,Chuva_Acum_30d_mm,Temp_Media_7d_C,Temp_Media_15d_C,Temp_Media_30d_C,Dias_Sem_Chuva
RODO_KM_04,2023-12-23,24.2,0.0,59.4,21.4,4.31,30,431.0,0.53,0.35,13.3,12.0,5.2,21.3,Melinis minutiflora,Argissolo Vermelho-Amarelo,18.327954527231412,834.4015680418827,Oeste,2023-12-23,0,Leve,357,51,12,Verão,23.6,35.2,115.8,23.2,23.2,23.2,1
RODO_KM_04,2023-12-24,23.4,0.0,59.9,22.3,4.69,46,449.0,0.48,0.31,10.1,0.7,4.8,19.7,Melinis minutiflora,Argissolo Vermelho-Amarelo,18.327954527231412,834.4015680418827,Oeste,2023-12-23,1,Leve,358,51,12,Verão,19.1,35.2,115.8,23.7,23.2,23.2,2
RODO_KM_04,2023-12-25,23.0,0.0,65.9,21.7,4.33,40,456.9,0.46,0.31,8.0,1.4,4.5,18.4,Melinis minutiflora,Argissolo Vermelho-Amarelo,18.327954527231412,834.4015680418827,Oeste,2023-12-23,2,Leve,359,52,12,Verão,13.6,35.2,115.8,23.4,23.4,23.3,3
RODO_KM_04,2023-12-26,23.6,0.7,66.3,22.0,4.52,42,452.3,0.5,0.33,11.5,2.1,5.1,20.9,Melinis minutiflora,Argissolo Vermelho-Amarelo,18.327954527231412,834.4015680418827,Oeste,2023-12-23,3,Leve,360,52,12,Verão,14.3,29.8,108.8,23.7,23.3,23.3,0
RODO_KM_04,2023-12-27,22.3,2.6,65.5,20.3,4.03,41,443.7,0.48,0.31,10.7,2.8,4.8,19.7,Melinis minutiflora,Argissolo Vermelho-Amarelo,18.327954527231412,834.4015680418827,Oeste,2023-12-23,4,Leve,361,52,12,Verão,16.9,32.4,111.4,23.9,22.8,23.3,0
RODO_KM_04,2023-12-28,24.1,0.0,57.1,20.9,4.71,34,424.8,0.46,0.29,8.0,3.5,4.8,19.7,Melinis minutiflora,Argissolo Vermelho-Amarelo,18.327954527231412,834.4015680418827,Oeste,2023-12-23,5,Leve,362,52,12,Verão,16.9,31.7,110.9,23.9,23.1,23.3,1
RODO_KM_04,2023-12-29,24.3,2.5,56.3,19.8,4.4,35,446.8,0.47,0.32,10.4,4.2,5.1,20.9,Melinis minutiflora,Argissolo Vermelho-Amarelo,18.327954527231412,834.4015680418827,Oeste,2023-12-23,6,Leve,363,52,12,Verão,5.8,29.4,113.4,23.6,23.2,23.4,0
RODO_KM_04,2023-12-30,31.3,0.0,49.9,21.7,6.06,30,432.0,0.46,0.27,8.0,5.0,5.2,21.3,Melinis minutiflora,Argissolo Vermelho-Amarelo,18.327954527231412,834.4015680418827,Oeste,2023-12-23,7,Leve,364,52,12,Verão,5.8,29.4,113.4,24.6,23.9,23.7,1
RODO_KM_04,2023-12-31,25.3,13.0,52.5,17.1,4.41,34,411.3,0.52,0.35,12.2,5.8,5.2,21.3,Melinis minutiflora,Argissolo Vermelho-Amarelo,18.327954527231412,834.4015680418827,Oeste,2023-12-23,8,Leve,365,52,12,Verão,18.8,42.4,117.1,24.8,24.0,23.7,0
RODO_KM_05,2023-01-01,26.5,2.5,53.9,21.8,5.38,39,433.0,0.39,0.27,8.0,2.8,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2022-11-15,47,Severa,1,52,1,Verão,2.5,2.5,2.5,26.5,26.5,26.5,0
RODO_KM_05,2023-01-02,25.6,15.2,57.1,17.5,4.53,34,427.0,0.42,0.29,8.0,3.5,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2022-11-15,48,Severa,2,1,1,Verão,17.7,17.7,17.7,26.1,26.1,26.1,0
RODO_KM_05,2023-01-03,19.1,17.8,71.0,13.7,2.79,36,426.6,0.49,0.32,15.8,4.2,4.7,19.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2022-11-15,49,Severa,3,1,1,Verão,35.5,35.5,35.5,23.7,23.7,23.7,0
RODO_KM_05,2023-01-04,21.1,0.0,61.8,21.1,3.91,39,440.4,0.41,0.25,10.5,4.9,4.5,18.4,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2022-11-15,50,Severa,4,1,1,Verão,35.5,35.5,35.5,23.1,23.1,23.1,1
RODO_KM_05,2023-01-05,31.0,13.3,57.0,20.3,5.46,37,459.3,0.47,0.3,14.3,5.7,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2022-11-15,51,Severa,5,1,1,Verão,48.8,48.8,48.8,24.7,24.7,24.7,0
RODO_KM_05,2023-01-06,24.5,35.6,68.3,10.5,3.27,27,417.7,0.61,0.41,25.4,6.5,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2022-11-15,52,Severa,6,1,1,Verão,84.4,84.4,84.4,24.6,24.6,24.6,0
RODO_KM_05,2023-01-07,30.2,6.9,65.4,19.5,5.06,35,455.4,0.62,0.41,23.7,7.2,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2022-11-15,53,Severa,7,1,1,Verão,91.3,91.3,91.3,25.4,25.4,25.4,0
RODO_KM_05,2023-01-08,21.3,0.0,71.2,21.6,3.91,36,406.5,0.63,0.4,25.9,8.0,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2022-11-15,54,Severa,8,1,1,Verão,88.8,91.3,91.3,24.7,24.9,24.9,1
RODO_KM_05,2023-01-09,25.1,0.0,65.8,21.8,4.43,38,444.9,0.64,0.41,26.7,8.8,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2022-11-15,55,Severa,9,2,1,Verão,73.6,91.3,91.3,24.6,24.9,24.9,2
RODO_KM_05,2023-01-10,22.9,0.0,66.4,20.1,4.66,28,434.4,0.58,0.37,21.3,9.6,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2022-11-15,56,Severa,10,2,1,Verão,55.8,91.3,91.3,25.2,24.7,24.7,3
RODO_KM_05,2023-01-11,27.0,3.1,63.5,20.6,4.83,34,451.7,0.58,0.37,24.4,15.0,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-11,0,Severa,11,2,1,Verão,58.9,94.4,94.4,26.0,24.9,24.9,0
RODO_KM_05,2023-01-12,22.5,0.0,61.2,23.4,4.06,38,428.7,0.63,0.4,23.9,0.8,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-11,1,Severa,12,2,1,Verão,45.6,94.4,94.4,24.8,24.7,24.7,1
RODO_KM_05,2023-01-13,24.4,0.3,56.0,23.1,4.93,37,461.4,0.61,0.41,23.1,1.6,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-11,2,Severa,13,2,1,Verão,10.3,94.7,94.7,24.8,24.7,24.7,0
RODO_KM_05,2023-01-14,25.2,23.5,56.7,13.1,4.04,29,414.6,0.68,0.47,33.2,2.4,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-11,3,Severa,14,2,1,Verão,26.9,118.2,118.2,24.1,24.7,24.7,0
RODO_KM_05,2023-01-15,22.9,0.0,61.0,22.0,4.35,27,434.2,0.68,0.46,31.7,3.1,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-11,4,Severa,15,2,1,Verão,26.9,118.2,118.2,24.3,24.6,24.6,1
RODO_KM_05,2023-01-16,23.7,0.0,59.7,21.9,4.4,44,463.3,0.66,0.43,29.1,3.9,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-11,5,Severa,16,3,1,Verão,26.9,115.7,118.2,24.1,24.4,24.6,2
RODO_KM_05,2023-01-17,22.3,0.0,66.0,24.4,4.56,35,431.0,0.67,0.44,26.1,4.7,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-11,6,Severa,17,3,1,Verão,26.9,100.5,118.2,24.0,24.2,24.4,3
RODO_KM_05,2023-01-18,29.9,12.9,60.0,16.7,4.83,36,442.8,0.65,0.42,26.0,5.5,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-11,7,Severa,18,3,1,Verão,36.7,95.6,131.1,24.4,24.9,24.7,0
RODO_KM_05,2023-01-19,28.7,0.0,55.7,18.5,4.88,36,455.6,0.65,0.42,25.7,6.2,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-11,8,Severa,19,3,1,Verão,36.7,95.6,131.1,25.3,25.4,24.9,1
RODO_KM_05,2023-01-20,23.2,27.3,64.0,12.3,3.23,29,439.8,0.69,0.43,31.2,7.0,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-11,9,Severa,20,3,1,Verão,63.7,109.6,158.4,25.1,24.9,24.9,0
RODO_KM_05,2023-01-21,23.6,0.0,67.5,18.7,4.07,36,449.6,0.59,0.4,19.1,7.8,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-11,10,Severa,21,3,1,Verão,40.2,74.0,158.4,24.9,24.9,24.8,1
RODO_KM_05,2023-01-22,23.7,0.0,66.3,20.7,4.3,46,463.6,0.62,0.41,19.2,8.6,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-11,11,Severa,22,3,1,Verão,40.2,67.1,158.4,25.0,24.4,24.7,2
RODO_KM_05,2023-01-23,25.9,5.9,62.0,17.4,4.32,37,448.0,0.62,0.43,20.9,9.3,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-11,12,Severa,23,4,1,Verão,46.1,73.0,164.3,25.3,24.7,24.8,0
RODO_KM_05,2023-01-24,29.6,0.0,54.9,19.8,5.46,36,422.5,0.62,0.4,19.7,13.8,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-24,0,Severa,24,4,1,Verão,46.1,73.0,164.3,26.4,25.0,25.0,1
RODO_KM_05,2023-01-25,22.0,0.0,67.6,25.0,4.51,36,449.4,0.6,0.39,18.1,0.8,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-24,1,Severa,25,4,1,Verão,33.2,73.0,164.3,25.2,25.0,24.9,2
RODO_KM_05,2023-01-26,22.8,10.9,62.2,17.2,3.82,32,445.5,0.68,0.45,24.8,1.6,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-24,2,Severa,26,4,1,Verão,44.1,80.8,175.2,24.4,24.7,24.8,0
RODO_KM_05,2023-01-27,26.7,0.0,54.5,24.9,5.32,26,421.3,0.63,0.4,21.5,2.4,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-24,3,Severa,27,4,1,Verão,16.8,80.8,175.2,24.9,25.0,24.9,1
RODO_KM_05,2023-01-28,20.3,0.0,66.8,23.3,4.3,24,453.7,0.65,0.43,22.4,3.1,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-24,4,Severa,28,4,1,Verão,16.8,80.5,175.2,24.4,24.7,24.7,2
RODO_KM_05,2023-01-29,19.5,38.2,72.1,14.1,2.62,34,441.4,0.74,0.47,29.3,3.9,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-24,5,Severa,29,4,1,Verão,55.0,95.2,213.4,23.8,24.3,24.5,0
RODO_KM_05,2023-01-30,24.6,0.0,60.9,22.6,4.64,45,456.2,0.69,0.44,27.2,4.7,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-24,6,Severa,30,5,1,Verão,49.1,95.2,213.4,23.6,24.4,24.5,1
RODO_KM_05,2023-01-31,24.2,0.5,66.2,23.3,4.56,31,447.8,0.66,0.43,22.2,5.5,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-24,7,Severa,31,5,1,Verão,49.6,95.7,211.4,22.9,24.5,24.4,0
RODO_KM_05,2023-02-01,25.8,0.0,63.6,22.6,5.08,34,453.2,0.7,0.44,25.1,6.2,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-24,8,Severa,32,5,2,Verão,49.6,95.7,196.2,23.4,24.7,24.5,1
RODO_KM_05,2023-02-02,24.8,0.0,62.8,20.6,4.76,45,466.4,0.66,0.43,20.1,7.0,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-24,9,Severa,33,5,2,Verão,38.7,82.8,178.4,23.7,24.4,24.6,2
RODO_KM_05,2023-02-03,26.2,12.6,63.0,21.0,4.82,44,450.1,0.65,0.42,24.4,7.8,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-24,10,Severa,34,5,2,Verão,51.3,95.4,191.0,23.6,24.2,24.8,0
RODO_KM_05,2023-02-04,24.0,43.4,67.1,7.5,2.86,33,457.4,0.7,0.44,29.2,8.6,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-24,11,Severa,35,5,2,Verão,94.7,111.5,221.1,24.2,24.2,24.6,0
RODO_KM_05,2023-02-05,22.4,25.6,67.5,13.7,3.0,39,466.5,0.81,0.53,37.6,9.3,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-24,12,Severa,36,5,2,Verão,82.1,137.1,211.1,24.6,24.2,24.5,0
RODO_KM_05,2023-02-06,21.8,0.0,67.9,21.4,4.1,41,454.7,0.78,0.49,37.8,11.0,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-01-24,13,Severa,37,6,2,Verão,82.1,137.1,204.2,24.2,24.0,24.2,1
RODO_KM_05,2023-02-07,20.1,16.0,67.0,18.0,3.71,36,420.9,0.81,0.51,39.9,13.8,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-07,0,Moderada,38,6,2,Verão,97.6,147.2,220.2,23.6,23.7,24.2,0
RODO_KM_05,2023-02-08,25.9,0.3,66.2,22.0,4.7,33,433.5,0.83,0.56,39.2,0.8,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-07,1,Moderada,39,6,2,Verão,97.9,147.5,220.5,23.6,23.4,24.2,0
RODO_KM_05,2023-02-09,24.9,0.0,71.0,21.9,4.73,39,437.7,0.8,0.53,38.5,1.6,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-07,2,Moderada,40,6,2,Verão,97.9,147.5,220.5,23.6,23.6,24.3,1
RODO_KM_05,2023-02-10,28.9,0.0,64.2,21.7,5.08,39,451.8,0.79,0.51,35.0,2.4,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-07,3,Moderada,41,6,2,Verão,85.3,136.6,217.4,24.0,24.0,24.3,2
RODO_KM_05,2023-02-11,23.8,22.9,68.1,16.7,3.65,27,421.5,0.88,0.56,44.7,3.1,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-07,4,Moderada,42,6,2,Verão,64.8,159.5,240.3,24.0,23.8,24.4,0
RODO_KM_05,2023-02-12,25.3,0.0,66.6,19.5,4.54,39,470.1,0.88,0.57,43.0,3.9,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-07,5,Moderada,43,6,2,Verão,39.2,159.5,240.0,24.4,24.1,24.4,1
RODO_KM_05,2023-02-13,27.0,0.0,55.3,18.7,4.85,39,451.0,0.74,0.49,28.7,4.7,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-07,6,Moderada,44,7,2,Verão,39.2,121.3,216.5,25.1,24.6,24.5,2
RODO_KM_05,2023-02-14,21.4,0.0,59.4,26.2,4.64,44,463.7,0.73,0.48,29.6,5.5,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-07,7,Moderada,45,7,2,Verão,23.2,121.3,216.5,25.3,24.4,24.4,3
RODO_KM_05,2023-02-15,19.8,10.1,66.6,18.0,3.55,23,402.7,0.8,0.52,34.4,6.2,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-07,8,Moderada,46,7,2,Verão,33.0,130.9,226.6,24.4,24.1,24.3,0
RODO_KM_05,2023-02-16,27.1,8.2,59.6,19.2,4.79,24,415.4,0.82,0.53,36.1,7.0,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-07,9,Moderada,47,7,2,Verão,41.2,139.1,234.8,24.8,24.2,24.5,0
RODO_KM_05,2023-02-17,23.0,7.3,63.6,22.0,4.39,40,430.3,0.81,0.52,38.4,7.8,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-07,10,Moderada,48,7,2,Verão,48.5,146.4,229.2,23.9,24.1,24.2,0
RODO_KM_05,2023-02-18,26.4,0.0,58.2,21.1,4.74,44,431.4,0.73,0.46,29.8,8.6,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-07,11,Moderada,49,7,2,Verão,25.6,133.8,229.2,24.3,24.1,24.2,1
RODO_KM_05,2023-02-19,25.5,0.3,58.5,21.6,5.05,31,448.8,0.68,0.45,25.6,9.3,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-07,12,Moderada,50,7,2,Verão,25.9,90.7,202.2,24.3,24.2,24.2,0
RODO_KM_05,2023-02-20,23.9,6.2,64.7,19.6,4.07,32,435.1,0.65,0.41,21.1,11.0,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-07,13,Moderada,51,8,2,Verão,32.1,71.3,208.4,23.9,24.3,24.2,0
RODO_KM_05,2023-02-21,23.6,0.0,61.4,21.5,4.52,30,441.7,0.61,0.41,17.0,11.0,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-07,14,Moderada,52,8,2,Verão,32.1,71.3,208.4,24.2,24.4,24.2,1
RODO_KM_05,2023-02-22,23.1,3.3,65.0,23.7,4.35,33,421.4,0.62,0.4,13.3,11.0,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-07,15,Moderada,53,8,2,Verão,25.3,58.6,205.8,24.7,24.6,24.1,0
RODO_KM_05,2023-02-23,24.8,0.0,54.3,22.5,5.12,42,460.4,0.58,0.38,12.1,12.5,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-07,16,Moderada,54,8,2,Verão,17.1,58.3,205.8,24.3,24.6,24.0,1
RODO_KM_05,2023-02-24,25.4,0.0,65.1,21.2,4.68,33,436.9,0.6,0.38,19.3,13.2,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-24,0,Moderada,55,8,2,Verão,9.8,58.3,205.8,24.7,24.6,24.1,2
RODO_KM_05,2023-02-25,24.1,0.0,61.1,24.2,4.96,39,476.0,0.59,0.38,14.6,0.8,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-24,1,Moderada,56,8,2,Verão,9.8,58.3,194.9,24.3,24.3,24.1,3
RODO_KM_05,2023-02-26,21.4,1.9,58.6,20.6,3.9,33,452.0,0.56,0.36,10.7,1.5,4.6,18.9,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-24,2,Moderada,57,8,2,Verão,11.4,37.3,196.8,23.8,24.1,24.0,0
RODO_KM_05,2023-02-27,30.9,0.0,51.1,23.8,5.86,39,435.3,0.51,0.32,8.0,2.2,5.2,21.3,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-24,3,Moderada,58,9,2,Verão,5.2,37.3,196.8,24.8,24.5,24.3,1
RODO_KM_05,2023-02-28,24.3,0.0,64.2,20.7,4.44,41,457.0,0.54,0.36,10.8,2.9,5.0,20.5,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-24,4,Moderada,59,9,2,Verão,5.2,37.3,158.6,24.9,24.3,24.5,2
RODO_KM_05,2023-03-01,22.3,2.2,60.3,14.6,3.62,34,465.6,0.51,0.34,11.6,3.6,4.9,20.1,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-24,5,Moderada,60,9,3,Outono,4.1,39.5,160.8,24.7,24.4,24.4,0
RODO_KM_05,2023-03-02,20.7,0.0,60.6,15.6,3.62,40,472.6,0.51,0.32,10.0,4.2,4.4,18.0,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-24,6,Moderada,61,9,3,Outono,4.1,29.4,160.3,24.2,24.4,24.3,1
RODO_KM_05,2023-03-03,21.7,0.0,64.3,15.0,3.59,41,422.0,0.49,0.32,8.5,4.8,4.4,18.0,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-24,7,Moderada,62,9,3,Outono,4.1,21.2,160.3,23.6,24.1,24.1,2
RODO_KM_05,2023-03-04,18.6,0.0,63.2,17.6,3.55,35,439.2,0.52,0.35,8.0,5.3,3.8,15.6,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-24,8,Moderada,63,9,3,Outono,4.1,13.9,160.3,22.8,23.8,23.9,3
RODO_KM_05,2023-03-05,16.8,1.7,62.7,14.8,2.83,33,416.4,0.55,0.36,14.0,5.9,4.1,16.8,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-24,9,Moderada,64,9,3,Outono,3.9,15.6,149.4,22.2,23.1,23.6,0
RODO_KM_05,2023-03-06,18.1,0.0,66.3,18.9,3.24,37,420.3,0.49,0.32,8.0,6.4,3.8,15.6,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-24,10,Moderada,65,10,3,Outono,3.9,15.3,106.0,20.4,22.6,23.4,1
RODO_KM_05,2023-03-07,20.4,0.0,67.1,13.5,2.99,46,454.5,0.46,0.31,8.0,7.0,4.3,17.6,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-24,11,Moderada,66,10,3,Outono,3.9,9.1,80.4,19.8,22.4,23.4,0
RODO_KM_05,2023-03-08,17.6,0.0,67.1,16.5,3.32,34,451.1,0.44,0.29,8.0,7.5,3.7,15.2,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-24,12,Moderada,67,10,3,Outono,1.7,9.1,80.4,19.1,22.0,23.2,1
RODO_KM_05,2023-03-09,18.5,0.0,68.3,15.5,2.84,37,468.4,0.43,0.27,8.0,8.0,3.8,15.6,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-24,13,Moderada,68,10,3,Outono,1.7,5.8,64.4,18.8,21.7,23.2,2
RODO_KM_05,2023-03-10,18.1,0.0,67.8,15.5,3.3,45,430.9,0.43,0.27,8.0,8.5,3.6,14.8,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-24,14,Moderada,69,10,3,Outono,1.7,5.8,64.1,18.3,21.3,22.9,3
RODO_KM_05,2023-03-11,15.4,9.7,66.8,12.6,2.21,34,427.5,0.4,0.26,9.0,9.0,3.4,13.9,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-24,15,Moderada,70,10,3,Outono,11.4,15.5,73.8,17.8,20.6,22.6,0
RODO_KM_05,2023-03-12,14.2,14.5,70.9,12.7,2.21,18,419.3,0.44,0.29,8.0,9.4,3.1,12.7,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-24,16,Moderada,71,10,3,Outono,24.2,30.0,88.3,17.5,19.9,22.1,0
RODO_KM_05,2023-03-13,15.0,0.0,74.2,17.5,2.26,27,442.0,0.44,0.28,8.1,9.9,3.2,13.1,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-02-24,17,Moderada,72,11,3,Outono,24.2,28.1,65.4,17.0,19.5,21.8,1
RODO_KM_05,2023-03-14,21.9,0.0,64.2,16.1,3.67,38,436.5,0.44,0.29,9.6,12.0,4.5,18.4,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-03-14,0,Leve,73,11,3,Outono,24.2,28.1,65.4,17.2,18.9,21.7,2
RODO_KM_05,2023-03-15,17.2,0.0,65.5,14.2,2.42,31,440.7,0.47,0.3,11.5,0.5,3.8,15.6,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-03-14,1,Leve,74,11,3,Outono,24.2,28.1,65.4,17.2,18.4,21.4,3
RODO_KM_05,2023-03-16,15.2,0.0,72.0,17.6,2.3,42,438.8,0.53,0.34,16.2,1.0,3.8,15.6,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-03-14,2,Leve,75,11,3,Outono,24.2,25.9,65.4,16.7,18.0,21.2,4
RODO_KM_05,2023-03-17,20.2,0.0,62.5,16.4,3.23,61,475.4,0.44,0.29,8.8,1.6,4.0,16.4,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-03-14,3,Leve,76,11,3,Outono,24.2,25.9,55.3,17.0,17.9,21.2,5
RODO_KM_05,2023-03-18,21.4,0.0,61.9,19.8,3.88,48,446.4,0.41,0.26,8.5,2.2,4.1,16.8,Urochloa brizantha,Latossolo Vermelho,20.122751751344687,812.0503806602248,Norte,2023-03-14,4,Leve,77,11,3,Outono,14.5,25.9,47.1,17.9,17.9,21.0,6
